方案,日期,时段,电价,实际负荷电量,实际光伏电量,原始计划购电量,最终调整购电量,增购量,减购量,调整交易价格,紧急购电量,充电量,放电量,弃电量,SOC
C,2025-02-01,02:50,0.4357,476.94166666666666,0.0,526.1358392607583,526.1358392607583,0.0,0.0,,0.0,49.19417259409164,0.0,0.0,10547.624617580761
C,2025-02-01,03:00,0.4374,483.39955,0.0,523.0378772480419,523.0378772480419,0.0,0.0,,0.0,39.638327248041946,0.0,0.0,10583.299112104
C,2025-02-01,03:10,0.4371,486.6019166666666,0.0,520.1124628032227,520.1124628032227,0.0,0.0,,0.0,33.51054613655606,0.0,0.0,10613.4586036269
C,2025-02-01,03:20,0.4356,498.84833333333336,0.0,512.0766010931889,512.0766010931889,0.0,0.0,,0.0,13.228267759855498,0.0,0.0,10625.36404461077
C,2025-02-01,03:30,0.4353,518.3097333333333,0.0,502.78665418335703,502.78665418335703,0.0,0.0,,0.0,0.0,15.52307914997624,0.0,10608.116178888573
C,2025-02-01,03:40,0.436,509.13346666666666,0.0,517.5787075889855,517.5787075889855,0.0,0.0,,0.0,8.445240922318817,0.0,0.0,10615.71689571866
C,2025-02-01,03:50,0.4378,483.6166666666666,0.0,547.2783992649723,547.2783992649723,0.0,0.0,,0.0,63.66173259830572,0.0,0.0,10673.012455057136
C,2025-02-01,04:00,0.4401,491.1868,0.0,533.7584444850654,533.7584444850654,0.0,0.0,,0.0,42.571644485065406,0.0,0.0,10711.326935093695
C,2025-02-01,04:10,0.4389,504.64528333333334,0.0,527.8190087475245,527.8190087475245,0.0,0.0,,0.0,23.17372541419121,0.0,0.0,10732.183287966467
C,2025-02-01,04:20,0.4364,505.57833333333326,0.0,544.6778055593753,544.6778055593753,0.0,0.0,,0.0,39.09947222604205,0.0,0.0,10767.372812969905
C,2025-02-01,04:30,0.4393,503.23096666666663,0.0,553.6910305532198,553.6910305532198,0.0,0.0,,0.0,36.25243003343914,0.0,14.207633853114004,10800.0
C,2025-02-01,04:40,0.4422,502.84698333333336,0.00023333333333333333,551.5158537091419,551.5158537091419,0.0,0.0,,0.0,0.0,0.0,48.66910370914184,10800.0
C,2025-02-01,04:50,0.4395,499.64166666666665,0.0,549.2798248063664,549.2798248063664,0.0,0.0,,0.0,0.0,0.0,49.638158139699726,10800.0
C,2025-02-01,05:00,0.4333,488.78358333333335,0.0,550.1802717914579,550.1802717914579,0.0,0.0,,0.0,0.0,0.0,61.39668845812457,10800.0
C,2025-02-01,05:10,0.4439,498.51875,0.0033166666666666665,557.7073917618824,557.7073917618824,0.0,0.0,,0.0,0.0,0.0,59.191958428549015,10800.0
C,2025-02-01,05:20,0.4301,529.2233333333334,0.0,569.9566566678484,569.9566566678484,0.0,0.0,,0.0,0.0,0.0,40.733323334515035,10800.0
C,2025-02-01,05:30,0.3713,547.4103166666666,0.0,1407.307622662693,1407.307622662693,0.0,0.0,,0.0,0.0,0.0,859.8973059960263,10800.0
C,2025-02-01,05:40,0.5708,531.2274,0.04623333333333333,0.0,0.0,0.0,0.0,,0.0,0.0,531.1811666666666,0.0,10209.798703703704
C,2025-02-01,05:50,0.9099,510.98333333333335,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,510.98333333333335,0.0,9642.039444444445
C,2025-02-01,06:00,0.9368,535.1871833333332,0.0,0.0,0.0,0.0,0.0,0.9368,0.0,0.0,535.1871833333332,0.0,9047.387018518519
C,2025-02-01,06:10,0.8758,533.9993499999999,0.6440166666666667,0.0,0.0,0.0,0.0,0.9368,0.0,0.0,533.3553333333333,0.0,8454.769981481482
C,2025-02-01,06:20,0.8759,504.52,0.0,0.0,0.0,0.0,0.0,0.9368,0.0,0.0,504.52,0.0,7894.192203703705
C,2025-02-01,06:30,0.8601,519.5536833333333,0.0,0.0,0.0,0.0,0.0,0.9368,0.0,0.0,519.5536833333333,0.0,7316.910333333334
C,2025-02-01,06:40,0.8442,566.415,14.934916666666666,0.0,0.0,0.0,0.0,0.9368,0.0,0.0,551.4800833333333,0.0,6704.154685185186
C,2025-02-01,06:50,0.8334,608.7916666666666,56.75,0.0,0.0,0.0,0.0,0.9368,0.0,0.0,552.0416666666666,0.0,6090.775055555557
C,2025-02-01,07:00,0.8092,617.2140499999999,102.656,0.0,0.0,0.0,0.0,0.9368,0.0,0.0,514.5580499999999,0.0,5519.04388888889
C,2025-02-01,07:10,0.7972,595.3964666666666,147.48791666666665,0.0,0.0,0.0,0.0,0.9368,0.0,0.0,447.90854999999993,0.0,5021.367722222224
C,2025-02-01,07:20,0.7644,579.5366666666666,190.11249999999998,0.0,0.0,0.0,0.0,0.9368,0.0,0.0,389.4241666666667,0.0,4588.674203703706
C,2025-02-01,07:30,0.6899,609.0003666666667,231.34661666666665,0.0,0.0,0.0,0.0,0.9368,0.0,0.0,377.65375,0.0,4169.058925925928
C,2025-02-01,07:40,0.86,640.2366833333333,279.07533333333333,0.0,0.0,0.0,0.0,0.9368,0.0,0.0,361.16134999999997,0.0,3767.768537037039
C,2025-02-01,07:50,1.1617,633.9416666666666,334.01874999999995,0.0,0.0,0.0,0.0,0.9368,0.0,0.0,299.92291666666665,0.0,3434.520851851854
C,2025-02-01,08:00,1.1683,590.91065,388.6844166666666,0.0,0.0,0.0,0.0,0.9368,0.0,0.0,202.22623333333343,0.0,3209.825037037039
C,2025-02-01,08:10,1.0956,568.5581666666667,438.7655666666667,0.0,0.0,0.0,0.0,0.9368,0.0,0.0,129.7926,0.0,3065.611037037039
C,2025-02-01,08:20,1.0849,574.2283333333332,487.94374999999997,0.0,0.0,0.0,0.0,0.9368,0.0,0.0,86.28458333333327,0.0,2969.7392777777795
C,2025-02-01,08:30,1.061,577.8523166666666,541.8831666666666,0.0,0.0,0.0,0.0,0.9368,0.0,0.0,35.96915000000001,0.0,2929.7735555555573
C,2025-02-01,08:40,1.043,649.0800333333333,586.6261,0.0,0.0,0.0,0.0,0.9368,0.0,0.0,62.45393333333334,0.0,2860.380296296298
C,2025-02-01,08:50,1.036,737.1266666666667,621.9499999999999,0.0,0.0,0.0,0.0,0.9368,0.0,0.0,115.17666666666673,0.0,2732.406222222224
C,2025-02-01,09:00,1.0147,711.2534166666666,665.4293,0.0,0.0,0.0,0.0,0.9368,0.0,0.0,45.824116666666555,0.0,2681.4905370370393
C,2025-02-01,09:10,0.9922,698.3616999999999,729.7221999999999,0.0,0.0,0.0,0.0,0.9368,0.0,31.360500000000002,0.0,0.0,2709.7149870370395
C,2025-02-01,09:20,0.97,736.3866666666665,798.0874999999999,0.0,0.0,0.0,0.0,0.9368,0.0,61.70083333333332,0.0,0.0,2765.2457370370394
C,2025-02-01,09:30,0.9422,733.2125666666667,838.3206833333334,0.0,0.0,0.0,0.0,0.9368,0.0,105.10811666666666,0.0,0.0,2859.843042037039
C,2025-02-01,09:40,0.9569,697.1223666666666,867.3196166666667,0.0,0.0,0.0,0.0,0.9368,0.0,170.19725000000005,0.0,0.0,3013.020567037039
C,2025-02-01,09:50,0.9977,678.5883333333334,894.01875,0.0,0.0,0.0,0.0,0.9368,0.0,215.4304166666666,0.0,0.0,3206.907942037039
C,2025-02-01,10:00,0.9919,711.4322,911.8498333333333,0.0,0.0,0.0,0.0,0.9368,0.0,200.41763333333336,0.0,0.0,3387.283812037039
C,2025-02-01,10:10,0.9588,706.70705,933.6272333333333,0.0,0.0,0.0,0.0,0.9368,0.0,226.92018333333328,0.0,0.0,3591.511977037039
C,2025-02-01,10:20,0.9549,666.9933333333333,959.21875,0.0,0.0,0.0,0.0,0.9368,0.0,292.22541666666666,0.0,0.0,3854.514852037039
C,2025-02-01,10:30,0.9839,678.7204333333333,979.8081666666667,0.0,0.0,0.0,0.0,0.9368,0.0,301.0877333333334,0.0,0.0,4125.493812037039
C,2025-02-01,10:40,0.799,678.1305,1021.3479,0.0,0.0,0.0,0.0,0.9368,0.0,343.2174,0.0,0.0,4434.389472037039
C,2025-02-01,10:50,0.5025,652.925,1060.2749999999999,0.0,0.0,0.0,0.0,0.9368,0.0,407.3499999999999,0.0,0.0,4801.004472037039
C,2025-02-01,11:00,0.4662,657.69435,1046.1778166666666,0.0,0.0,0.0,0.0,0.9368,0.0,388.4834666666666,0.0,0.0,5150.639592037039
C,2025-02-01,11:10,0.5007,656.1017166666666,1051.3417833333333,0.0,0.0,0.0,0.0,0.9368,0.0,395.24006666666673,0.0,0.0,5506.355652037038
C,2025-02-01,11:20,0.4827,654.535,1099.0625,0.0,0.0,0.0,0.0,0.9368,0.0,444.52750000000003,0.0,0.0,5906.430402037038
C,2025-02-01,11:30,0.4785,692.20855,1136.31565,0.0,0.0,0.0,0.0,0.9368,0.0,444.10710000000006,0.0,0.0,6306.126792037038
C,2025-02-01,11:40,0.4662,680.1494833333334,1128.4168166666666,0.0,0.0,0.0,0.0,0.9368,0.0,448.2673333333332,0.0,0.0,6709.567392037038
C,2025-02-01,11:50,0.4432,640.0333333333333,1100.65625,403.07536927359206,-0.0,0.0,403.07536927359206,0.9368,0.0,460.6229166666667,0.0,0.0,7124.128017037038
C,2025-02-01,12:00,0.4411,676.8413833333333,1105.4832,433.1017065707738,-0.0,0.0,433.1017065707738,0.4411,0.0,428.6418166666666,0.0,0.0,7509.905652037039
C,2025-02-01,12:10,0.4551,663.0938,1089.4810666666667,0.0,0.0,0.0,0.0,0.4411,0.0,426.38726666666673,0.0,0.0,7893.654192037038
C,2025-02-01,12:20,0.4463,594.0216666666666,1052.4125,140.8830530069489,-0.0,0.0,140.8830530069489,0.4411,0.0,458.39083333333326,0.0,0.0,8306.205942037039
C,2025-02-01,12:30,0.4113,601.1141666666666,1052.0977666666665,481.23972857852027,-0.0,0.0,481.23972857852027,0.4411,0.0,450.9835999999999,0.0,0.0,8712.091182037038
C,2025-02-01,12:40,0.5682,633.3353666666667,1058.98975,0.0,0.0,0.0,0.0,0.4411,0.0,425.65438333333327,0.0,0.0,9095.180127037038
C,2025-02-01,12:50,0.8279,638.6816666666666,1052.225,0.0,0.0,0.0,0.0,0.4411,0.0,413.5433333333333,0.0,0.0,9467.369127037038
C,2025-02-01,13:00,0.8636,619.3742333333332,1041.0229166666666,0.0,0.0,0.0,0.0,0.4411,0.0,421.64868333333334,0.0,0.0,9846.852942037038
C,2025-02-01,13:10,0.8416,606.5044,1029.2288333333331,0.0,0.0,0.0,0.0,0.4411,0.0,422.7244333333331,0.0,0.0,10227.304932037037
C,2025-02-01,13:20,0.8618,607.0133333333333,1017.28125,0.0,0.0,0.0,0.0,0.4411,0.0,410.2679166666667,0.0,0.0,10596.546057037038
C,2025-02-01,13:30,0.8623,606.3183333333333,998.79405,0.0,0.0,0.0,0.0,0.4411,0.0,226.05993662551353,0.0,166.41578004115317,10800.0
C,2025-02-01,13:40,0.9026,624.9272166666666,948.6343499999999,0.0,0.0,0.0,0.0,0.4411,0.0,0.0,0.0,323.70713333333333,10800.0
C,2025-02-01,13:50,0.9754,641.645,875.1875,0.0,0.0,0.0,0.0,0.4411,0.0,0.0,0.0,233.54250000000002,10800.0
C,2025-02-01,14:00,1.0002,612.7233833333332,815.6234166666666,0.0,0.0,0.0,0.0,0.4411,0.0,0.0,0.0,202.90003333333334,10800.0
C,2025-02-01,14:10,0.9978,603.26775,769.5365666666667,0.0,0.0,0.0,0.0,0.4411,0.0,0.0,0.0,166.26881666666668,10800.0
C,2025-02-01,14:20,1.0271,610.8116666666666,727.3999999999999,0.0,0.0,0.0,0.0,0.4411,0.0,0.0,0.0,116.58833333333325,10800.0
C,2025-02-01,14:30,1.0906,571.6230833333333,684.0674,0.0,0.0,0.0,0.0,0.4411,0.0,0.0,0.0,112.44431666666674,10800.0
C,2025-02-01,14:40,0.9376,554.5942,648.3614333333333,0.0,0.0,0.0,0.0,0.4411,0.0,0.0,0.0,93.76723333333325,10800.0
C,2025-02-01,14:50,0.6694,578.9233333333333,614.7249999999999,106.16377828623934,9.50844322498483,0.0,96.6553350612545,0.4411,0.0,0.0,0.0,45.31010989165145,10800.0
C,2025-02-01,15:00,0.66,593.8219999999999,565.39285,264.4843129472585,84.00085500829141,0.0,180.4834579389671,0.4411,0.0,0.0,0.0,55.571705008291474,10800.0
C,2025-02-01,15:10,0.7217,603.3700333333334,505.4359666666667,231.1562216981946,141.53916548377123,0.0,89.61705621442337,0.4411,0.0,0.0,0.0,43.60509881710453,10800.0
C,2025-02-01,15:20,0.7308,608.655,450.63749999999993,261.5837819905678,151.58170992070728,0.0,110.0020720698605,0.4411,0.0,0.0,6.435790079292758,0.0,10792.84912213412
C,2025-02-01,15:30,0.7534,596.78865,413.62829999999997,310.9221223140789,218.0108618729612,0.0,92.91126044111769,0.4411,0.0,7.945419850978699,0.0,26.905092021982494,10800.0
C,2025-02-01,15:40,0.7823,570.11095,375.9729,366.58670370583064,252.6352272823674,0.0,113.95147642346325,0.4411,0.0,0.0,0.0,58.497177282367375,10800.0
C,2025-02-01,15:50,0.8055,548.75,328.93125,385.60828817420213,272.1170106476843,0.0,113.49127752651782,0.4411,0.0,0.0,0.0,52.29826064768429,10800.0
C,2025-02-01,16:00,0.8271,554.0824,281.17404999999997,410.85355479890575,306.53400393199104,0.0,104.31955086691471,0.4411,0.0,0.0,0.0,33.625653931990996,10800.0
C,2025-02-01,16:10,0.8519,559.0360666666666,240.44151666666667,450.51868767813875,364.5924357082346,0.0,85.92625196990417,0.4411,0.0,0.0,0.0,45.99788570823466,10800.0
C,2025-02-01,16:20,0.8791,563.1066666666666,202.36249999999998,504.93157678809587,432.3682502326052,0.0,72.56332655549068,0.4411,0.0,0.0,0.0,71.62408356593858,10800.0
C,2025-02-01,16:30,0.9024,580.2863,155.5190333333333,526.9627974631451,474.1347050521645,0.0,52.82809241098056,0.4411,0.0,0.0,0.0,49.36743838549785,10800.0
C,2025-02-01,16:40,0.9163,532.8180166666666,106.71146666666667,484.13448835675786,446.53125670304956,0.0,37.60323165370829,0.4411,0.0,0.0,0.0,20.424706703049594,10800.0
C,2025-02-01,16:50,0.9264,446.78,59.70625,441.95603495289737,426.5925835640084,0.0,15.363451388888961,0.4411,0.0,0.0,0.0,39.518833564008446,10800.0
C,2025-02-01,17:00,0.9462,433.5435166666667,15.897433333333334,440.02267129047186,428.56308593269773,0.0,11.459585357774131,0.4411,0.0,0.0,0.0,10.917002599364366,10800.0
C,2025-02-01,17:10,0.9742,439.7808,0.0,455.8535517082943,447.2928992964434,0.0,8.560652411850867,0.4411,0.0,0.0,0.0,7.5120992964434095,10800.0
C,2025-02-01,17:20,0.9862,436.13666666666666,0.0,456.3886354593836,449.8448459573063,0.0,6.5437895020772885,0.4411,0.0,0.0,0.0,13.708179290639634,10800.0
C,2025-02-01,17:30,0.976,445.99516666666665,0.68945,464.3781491947863,456.27925234019284,0.0,8.098896854593477,0.4411,0.0,0.0,0.0,10.973535673526214,10800.0
C,2025-02-01,17:40,1.0742,439.89263333333326,0.0,297.4752641187788,297.4752641187788,0.0,0.0,0.4411,0.0,0.0,142.41736921455447,0.0,10641.758478650496
C,2025-02-01,17:50,1.2313,428.47,0.0,0.0,0.0,0.0,0.0,0.4411,0.0,0.0,428.47,0.0,10165.680700872717
C,2025-02-01,18:00,1.2561,454.18455,0.049499999999999995,0.0,0.0,0.0,0.0,1.2561,0.0,0.0,454.13505,0.0,9661.086200872718
C,2025-02-01,18:10,1.2447,472.26531666666665,0.0,0.0,0.0,0.0,0.0,1.2561,0.0,0.0,472.26531666666665,0.0,9136.346960131978
C,2025-02-01,18:20,1.2545,454.16833333333335,0.0,0.0,0.0,0.0,0.0,1.2561,0.0,0.0,454.16833333333335,0.0,8631.715478650496
C,2025-02-01,18:30,1.2522,418.3761833333333,0.0035499999999999998,0.0,0.0,0.0,0.0,1.2561,0.0,0.0,418.3726333333333,0.0,8166.856997169015
C,2025-02-01,18:40,1.2881,414.0822333333333,0.0,0.0,0.0,0.0,0.0,1.2561,0.0,0.0,414.0822333333333,0.0,7706.765626798645
C,2025-02-01,18:50,1.3466,432.1383333333333,0.0,0.0,0.0,0.0,0.0,1.2561,0.0,0.0,432.1383333333333,0.0,7226.611923094942
C,2025-02-01,19:00,1.3523,424.01436666666666,0.00025,0.0,0.0,0.0,0.0,1.2561,0.0,0.0,424.01411666666667,0.0,6755.485126798645
C,2025-02-01,19:10,1.3445,442.41246666666666,0.0,0.0,0.0,0.0,0.0,1.2561,0.0,0.0,442.41246666666666,0.0,6263.915719391238
C,2025-02-01,19:20,1.3483,483.74666666666667,0.0,0.0,0.0,0.0,0.0,1.2561,0.0,0.0,483.74666666666667,0.0,5726.4194230949415
C,2025-02-01,19:30,1.349,481.18446666666665,0.0,0.0,0.0,0.0,0.0,1.2561,0.0,0.0,481.18446666666665,0.0,5191.770015687534
C,2025-02-01,19:40,1.3473,444.76593333333335,0.0,0.0,0.0,0.0,0.0,1.2561,0.0,0.0,444.76593333333335,0.0,4697.585645317164
C,2025-02-01,19:50,1.3482,418.095,0.0,0.0,0.0,0.0,0.0,1.2561,0.0,0.0,418.095,0.0,4233.0356453171635
C,2025-02-01,20:00,1.3513,436.7405166666666,0.0,0.0,0.0,0.0,0.0,1.2561,0.0,0.0,436.7405166666666,0.0,3747.7684045764227
C,2025-02-01,20:10,1.34,452.69785,0.0,0.0,0.0,0.0,0.0,1.2561,0.0,0.0,452.69785,0.0,3244.7707934653117
C,2025-02-01,20:20,1.3489,449.9683333333333,0.0,0.0,0.0,0.0,0.0,1.2561,0.0,0.0,449.9683333333333,0.0,2744.805978650497
C,2025-02-01,20:30,1.3952,455.06669999999997,0.0,0.0,0.0,0.0,0.0,1.2561,0.0,0.0,455.06669999999997,0.0,2239.17631198383
C,2025-02-01,20:40,1.2226,454.01236666666665,0.0,0.0,0.0,0.0,0.0,1.2561,0.0,0.0,454.01236666666665,0.0,1734.718126798645
C,2025-02-01,20:50,0.9332,459.405,0.0,516.5531223577607,516.5531223577607,0.0,0.0,1.2561,0.0,57.14812235776071,0.0,0.0,1786.1514369206297
C,2025-02-01,21:00,0.9068,497.4207666666667,0.0,503.0636445166932,503.0636445166932,0.0,0.0,1.2561,0.0,5.642877850026537,0.0,0.0,1791.2300269856537
C,2025-02-01,21:10,0.9371,503.28313333333335,0.0,480.45065550615556,480.45065550615556,0.0,0.0,1.2561,0.0,0.0,22.832477827177797,0.0,1765.8606071776783
C,2025-02-01,21:20,0.9371,477.5566666666667,0.0,474.52696964961166,474.52696964961166,0.0,0.0,1.2561,0.0,0.0,3.029697017055014,0.0,1762.4942771587282
C,2025-02-01,21:30,0.9871,479.13595,0.0,489.35823502781835,489.35823502781835,0.0,0.0,1.2561,0.0,10.222285027818373,0.0,0.0,1771.6943336837649
C,2025-02-01,21:40,0.7764,450.2041,0.0,479.7754279701369,479.7754279701369,0.0,0.0,1.2561,0.0,29.571327970136906,0.0,0.0,1798.308528856888
C,2025-02-01,21:50,0.4209,392.08500000000004,0.0,1261.9538867456263,1193.7589997234495,0.0,68.19488702217677,1.2561,0.0,801.6739997234495,0.0,0.0,2519.8151286079924
C,2025-02-01,22:00,0.3859,371.76981666666666,0.0,1235.562400692958,1235.562400692958,0.0,0.0,1.2561,0.0,833.3333333333333,0.0,30.459250692957994,3269.8151286079924
C,2025-02-01,22:10,0.4368,363.57821666666666,0.0,427.9480483901822,427.9480483901822,0.0,0.0,1.2561,0.0,64.36983172351552,0.0,0.0,3327.7479771591566
C,2025-02-01,22:20,0.4198,359.15666666666664,0.0,1284.1011367352855,1284.1011367352855,0.0,0.0,1.2561,0.0,833.3333333333333,0.0,91.61113673528564,4077.7479771591566
C,2025-02-01,22:30,0.4186,382.05071666666663,0.0,1267.6147650699534,1267.6147650699534,0.0,0.0,1.2561,0.0,833.3333333333333,0.0,52.230715069953476,4827.747977159157
C,2025-02-01,22:40,0.4241,417.16841666666664,0.0,410.3015403976512,410.3015403976512,0.0,0.0,1.2561,0.0,0.0,6.8668762690154495,0.0,4820.118114638029
C,2025-02-01,22:50,0.4237,431.7966666666667,0.0,397.2231798278493,397.2231798278493,0.0,0.0,1.2561,0.0,0.0,34.57348683881736,0.0,4781.703129261565
C,2025-02-01,23:00,0.4248,406.46494999999993,0.0,406.72491085010324,406.72491085010324,0.0,0.0,1.2561,0.0,0.2599608501033117,0.0,0.0,4781.937094026658
C,2025-02-01,23:10,0.424,400.95986666666664,0.0,421.19578982552434,421.19578982552434,0.0,0.0,1.2561,0.0,20.2359231588577,0.0,0.0,4800.14942486963
C,2025-02-01,23:20,0.422,409.945,0.0,1099.328403442864,1099.328403442864,0.0,0.0,1.2561,0.0,689.3834034428642,0.0,0.0,5420.594487968207
C,2025-02-01,23:30,0.424,387.2367,0.0,430.55332112913425,430.55332112913425,0.0,0.0,1.2561,0.0,43.31662112913426,0.0,0.0,5459.579446984429
C,2025-02-01,23:40,0.4271,454.71015,0.0,496.78267308165584,496.78267308165584,0.0,0.0,1.2561,0.0,42.072523081655845,0.0,0.0,5497.444717757919
C,2025-02-01,23:50,0.4276,580.8233333333333,0.0,606.3293594460747,606.3293594460747,0.0,0.0,1.2561,0.0,25.506026112741438,0.0,0.0,5520.400141259386
C,2025-02-02,00:00,0.4248,598.66405,0.0,1450.992324267841,1450.992324267841,0.0,0.0,,0.0,833.3333333333333,0.0,18.99494093450778,6270.400141259386
C,2025-02-02,00:10,0.4245,581.7344833333333,0.0,1436.872257435752,1436.872257435752,0.0,0.0,,0.0,833.3333333333333,0.0,21.804440769085545,7020.400141259386
C,2025-02-02,00:20,0.4269,584.5933333333332,0.0,1430.173866403031,1430.173866403031,0.0,0.0,,0.0,833.3333333333333,0.0,12.247199736364564,7770.400141259386
C,2025-02-02,00:30,0.4272,586.1028666666666,0.0,1437.5201658467822,1437.5201658467822,0.0,0.0,,0.0,833.3333333333333,0.0,18.08396584678235,8520.400141259386
C,2025-02-02,00:40,0.4271,587.1968666666667,0.0,1455.3012064504878,1455.3012064504878,0.0,0.0,,0.0,833.3333333333333,0.0,34.7710064504879,9270.400141259386
C,2025-02-02,00:50,0.4285,596.0733333333333,0.0,656.9833208503069,656.9833208503069,0.0,0.0,,0.0,60.909987516973615,0.0,0.0,9325.219130024663
C,2025-02-02,01:00,0.4311,612.0548166666666,0.0,634.3226509870868,634.3226509870868,0.0,0.0,,0.0,22.267834320420206,0.0,0.0,9345.260180913041
C,2025-02-02,01:10,0.4302,598.3243,0.0,638.5786189983979,638.5786189983979,0.0,0.0,,0.0,40.254318998397935,0.0,0.0,9381.489068011599
C,2025-02-02,01:20,0.4279,572.2333333333333,0.0,1474.2015206586057,1474.2015206586057,0.0,0.0,,0.0,833.3333333333333,0.0,68.63485399193905,10131.489068011599
C,2025-02-02,01:30,0.4312,591.6527333333333,0.0,627.5646665321656,627.5646665321656,0.0,0.0,,0.0,35.91193319883223,0.0,0.0,10163.809807890548
C,2025-02-02,01:40,0.4333,624.2956999999999,0.0,619.8634356101113,619.8634356101113,0.0,0.0,,0.0,0.0,4.432264389888587,0.0,10158.88506967956
C,2025-02-02,01:50,0.4311,628.665,0.0,624.0147748265125,624.0147748265125,0.0,0.0,,0.0,0.0,4.650225173487456,0.0,10153.718152820129
C,2025-02-02,02:00,0.4293,599.0741166666667,0.0,663.0492201958688,663.0492201958688,0.0,0.0,,0.0,63.9751035292021,0.0,0.0,10211.295745996411
C,2025-02-02,02:10,0.4324,611.8605833333334,0.0,691.5584505319314,691.5584505319314,0.0,0.0,,0.0,79.69786719859803,0.0,0.0,10283.02382647515
C,2025-02-02,02:20,0.4367,647.1383333333333,0.0,674.3557167671327,674.3557167671327,0.0,0.0,,0.0,27.21738343379934,0.0,0.0,10307.519471565569
C,2025-02-02,02:30,0.4348,618.5352333333333,0.0,659.1296183966467,659.1296183966467,0.0,0.0,,0.0,40.59438506331344,0.0,0.0,10344.05441812255
C,2025-02-02,02:40,0.4335,632.8425166666666,0.0,643.6228707857333,643.6228707857333,0.0,0.0,,0.0,10.780354119066715,0.0,0.0,10353.756736829711
C,2025-02-02,02:50,0.4357,682.7416666666666,0.0,645.4766189984468,645.4766189984468,0.0,0.0,,0.0,0.0,37.26504766821972,0.0,10312.351128309467
C,2025-02-02,03:00,0.4374,650.2912666666666,0.0,653.5303606085291,653.5303606085291,0.0,0.0,,0.0,3.2390939418625067,0.0,0.0,10315.266312857142
C,2025-02-02,03:10,0.4371,625.2837,0.0,679.9712798307888,679.9712798307888,0.0,0.0,,0.0,54.68757983078888,0.0,0.0,10364.485134704852
C,2025-02-02,03:20,0.4356,648.8266666666666,0.0,691.7435065573478,691.7435065573478,0.0,0.0,,0.0,42.91683989068122,0.0,0.0,10403.110290606464
C,2025-02-02,03:30,0.4353,667.2369666666666,0.0,670.3322179149975,670.3322179149975,0.0,0.0,,0.0,3.0952512483308965,0.0,0.0,10405.896016729963
